Hannah M.,"Manhattan, New York, NY",8/18/2018,3.0,"Great, but overpriced. The JGV name carries a lot of weight, and in this city, that weight comes along with prices that are about 20% more than they should be. However, I found the value of this place and the quality of the food to be substantially better than the Latin sister ABC Cocina.Went with a large group and split a number of appetizers among the table. My favorites were the roasted beets with yogurt ($14) and the crab toast with lemon aioli ($16). The beets were absolutely phenomenal and the yogurt was unlike any I've had before. The missable dishes were the roast carrot and avocado salad ($17) and the summer squash and arugula salad ($16). Neither were bad, I just found them to be the least-exceptional and most-overpriced of the apps. The pretzel-dusted calamari ($18) was great, but no better than calamari I've had other places. I enjoyed all the appetizers and found, later, that they were the highlight of the meal. We each ordered our own main dish - typically I would have headed straight for the cheeseburger, but being that I was at a business dinner I opted for the cleaner and more sophisticated monkfish ($34), which was served alongside summer squash, tomatoes, and basil. I had only had monkfish once before when it was one of the choices for the catch of the day at Seamore's, but remembered liking it. I'm not sure if it was something in the fish itself or the flavoring, but I was unimpressed, both by the dish and the portion size. For dessert, we again passed around a number of dishes. The best, by far, were the blueberry pie with goat milk ice cream and lavender ($13) and the peach cobbler with vanilla ice cream ($12). The almond cake and chocolate cake (the latter especially) were remarkably dry and bland. The interior is awesome and clearly adorned with pieces from ABC Carpet & Home. Service was professional but not stiff. All in all, I've found the JGV's restaurants excel with fruits and veggies but have yet to master meats/fishes/etc. Will try abcV at some point to test my logic."
Suzanna H.,"Queens, NY",8/12/2018,5.0,"Came here for restaurant week. Food;You get complimentary bread. I would recommend accepting it as you can dip it into the amazing sauce from the shaved raw fluke appetizer. For the appetizer I got the Shaved raw fluke with market radishes, picked green strawberries and herbs. This was my favorite. The presentation was on point and was consistent with top quality and price. Beautiful assortment of colors, flavors, textures and finesse. This was an insta worthy dish. You are pretty much eating a garden with beautiful little flowers. The flavors we're sophisticated and blended so well together. This dish was a perfectly light and refreshing dish for the summer season. For the main course I got the seared salmon on the Bibb salad with market vegetables and a spicy buttermilk-herb vinaigrette. It was okay. It was certainly quite big and very filling. The food tasted fresh with good quality ingredients but I thought it could have been more creative. The vinaigrette reminded me of some sort of spicy ranch sauce and that wasn't something I expected in this type of establishment. So food wise, get the shaved raw fluke.Service; This was wonderful. The server was super nice and helpful. The water was constantly refilled. The dish was covered to keep it warm when I went to the bathroom. Overall just amazing service."
Matt M.,"Brooklyn, NY",10/14/2018,4.0,"What can I possibly write that hasn't already been written about this NYC institution?!  ABC Kitchen captures what hospitality is all about:  warm, attentive, and generous service; great food; and a terrific ambiance.  The space itself is absolutely breathtaking.We dined at ABC for Saturday brunch.   My girlfriend was a bit indecisive in her choice of wine and our friendly and knowledgeable waiter was able to guide us through their wine menu.  He even offered a tasting prior to making a selection!  I decided to be boring and ordered a cup of coffee - one of the best cups of coffee I've had in the city.For starters, we shared the Crab Toast with Lemon Aoli.  The crab was fresh, delicious, and well dressed (solid portion size too).  Definitely the highlight of our meal.  For mains, we ordered the Eggs Benedict with Flying Pigs Farm Ham and the Cabbage and Apple Salad.  The Eggs Benedict was amazing.  The yolk was perfectly runny, the muffin was homemade, and the chef piled on a heaping serving of some damn good ham.  Unfortunately, the salad fell short.  The dish was too acidic owing to the vinegar and the cashew yogurt didn't really pop.  Perhaps poor dish selection.  If it weren't for the salad mishap I would have rated this place five stars."
Roselle B.,"Aiea, HI",3/5/2019,4.0,walking in you feel like you're in a designer home like the ones that the famous HGTV couples designed and made lol. beautiful interior! decor is homey and inviting. the food is absolutely delicious! great selections. yes definitely on the pricey side though. the one thing that really stuck out to me is their apple pie. best one i've had ever! but seems like it's seasonal because i went back couple of times and it's not on menu anymore. i just feel bad for anyone who didn't try it! haha. definitely recommend this place. you'll have a great experience.
Stephen C.,"Cincinnati, OH",9/3/2018,5.0,"Coming from the Midwest, my expectations were not very high for a 'farm to table concept' in the middle of Manhattan.  However, I was pleasantly surprised by this restaurants ability to serve up traditional American fare (much of which is sourced organically and locally) and at the same time provide a contemporary twist on these dishes.Huge fan of the interior environment, a mixture of modern and rustic.  I love the spacious seating arrangements - probably one of the most spacious, private seating arrangements for four I have experienced in an popular manhattan restaurant.  Food is exactly what I would expect from a farm to table concept - traditional dishes with focus on fresh organic ingredients. Appetizers - calamari is awesome - fresh, not chewy, and perfect amount of outside crisp.  Crab toast is probably their most popular appetizers - it was very good - overflowing with crab meat and they allow the crab to shine with low seasoning / mayonnaise.  Cheese and meat board was also good - appreciated how the waiter spent a good deal of time explaining the sourcing and preparation of each item.  Roasted carrot salad was also very good and would recommend for a share.Entrees - hands down the fried chicken is the best dish on the menu - and probably is one of the best in the city.  Super juicy chicken breast and an amazing light breading around it.  The breading is so light and crispy I thought it was a cream puff outside initially.    The pork chop is probably my number 2 on the menu.  Beautifully prepared with the perfect cook and seasoning.  Sea bass closely follows the pork chop, and would be a great lighter fare option.  Wrapped up the meal with a decadent blue berry cobbler with a side of goat milk ice cream.  I usually am not a fan of anything goat related - however the added sharpness to the ice cream as the perfect compliment to the sweet cobbler.Awesome meal. Highly recommend.  Use open table to book in advance as they get very busy.  Will be back."
Avi P.,"West Sacramento, CA",2/23/2019,3.0,"Hey ABC kitchen, thank you for the warming service. No complains!! I gave a 3 stars review because of 2 things that bothered me-At first, the acoustic at the restaurant is kinda hard to adjust to, i had to speak veryyy loud to hear my friendSecondly, i ordered the veggie burger which came in a pita and I think that for $22 + tip I expected much more. 2 burgers and 2 small pitas would have been much nicer and money worth instead of this one burger and gigantic pita with barely any vegetables on the side."
Lianna T.,"New York, NY",10/5/2018,3.0,"I made a reservation weeks in advance to celebrate my mother's birthday at ABC Kitchen (her choice) and am so disappointed that the restaurant did not live up to our expectations. We had been years ago for lunch and had so enjoyed the atmosphere. The restaurant is set inside the store and has beautifully mismatched plates and an overall modern but chic decor. The atmosphere was still lovely, but the chaos, noisy-ness, and slow service made for an overall unenjoyable dinner. When I called, I had informed them it was my mother's birthday and was so pleased that they said they could bring out a birthday cupcake and candle at the end of the meal. However, we were seated at a table in the middle of the dining room - and it was so loud we could barely hear each other even when shouting. We ordered the new-to-the- menu cabbage and apple salad with apple cider vinegar and walnut dressing and the sea bass entree to split. The salad was okay - an interesting combination of flavors, but something I felt could be recreated in a home kitchen and with a more sizable portion. The sea bass was quite good as the fish tasted fresh, flaky and flavorful. While the meal was okay - waiting for our orders to be taken, the food to come, and then the plates to be cleared was frustratingly slow. The restaurant was filled with waiters, but getting the attention of any one felt impossible. By the time we finished our courses, spent ten minutes trying to get our plates cleared, another ten trying to get the dessert menu, and another ten trying to place our order, my mother decided she would enjoy a dessert in a calmer, less chaotic environment. The birthday cupcake never came and we left the restaurant feeling frustrated and with slight headaches. Overall, the food was good, but honestly not worth the largely disorienting, loud, and frustrating experience that was supposed to be a calm and happy celebration."
Rebekah C.,"Great Neck, NY",5/27/2019,5.0,You walk into the doors and a beautiful space with candles and flowers awaits for you! We made a reservation and got seated right away. The food came out pretty quickly one by one. Since we were sharing it felt like a course meal. Every one of them were so good. They also use organic or locally produced ingredients. Don't forget to get the sundae for dessert even though you are full! It is the right amount of sweetness.
Carline D.,"Manhattan, NY",1/13/2019,5.0,"Had brunch here and made reservations for some friends and I.  The host, waitstaff and ambience was awesome.  The food choices were yummy and clean.  I had the roasted salad and avocado salad...delish!  My brunch entree was scrambled egged with fried oysters with a side salad.  Also, indulged in a Grapefruit Mimosa, a cocktail and some tea.  We all split a chocolate cake with ganache and marshmallow frosting. I was thoroughly satisfied and will be eating here again."
Leng Leng Y.,"Manhattan, NY",7/26/2018,5.0,"Food: One of the best culinary experiences I have had for a while. Every dish was perfectly crafted to stimulate the right senses! I came here for restaurant week and had the raw fluke (highly recommended!) -- absolutely flavorful and refreshing for the summer. For the entree I ordered the salmon salad which was perfectly cooked medium rare and that dressing though... Drinks: Wow I am impressed with the cocktails! I did not expect their drinks to be as good as their food items! The barrio paloma was perfectly mixed and recommended for mexcal lovers or not! They have a huge wine list but could not pass up the cocktails!Vibe: Elegant, boutique, and its located inside a department store. What else could you ask for?"
Aaron F.,"Mesa, AZ",1/3/2019,5.0,"A posh, country styled eatery that features organic dishes on a fun atmosphere.  Enjoy a mid day brunch with biscuits and jelly doughnuts.  The juices are succulent and if you can reserve the large wooden table, I highly recommend it."
Kaitlin M.,"Seattle, WA",7/13/2018,4.0,"Delicious food, elegant decor, and terrific waitstaff. Our waitress was super sweet and attentive and gave great recommendations.My good friend and I ordered appetizers, entrees, and desserts and it was ALL delicious. You can't go wrong here. The Housemade Ricotta with Strawberry Compote and Grilled Bread was super tasty and the Black Sea Bass was SO flavorful.Per my friend's recommendation, we ordered the sundae for dessert; salted caramel ice cream, candied peanuts and popcorn, topped with whipped cream and hot fudge. Amazing--a wonderful way to end the meal."
Wenye X.,"New York, NY",7/4/2018,4.0,"Finally! I have always wanted to come here, but it is pretty hard to get a reservation here on weekend. I got the famous crab toast and the roasted carrot salad. My boyfriend got a pasta entree. The crab toast is bomb! There is so much crab meat on the toast, and toast is well toasted. The overall taste is so refreshing! I do wish the portion is a bit bigger though. The salad is also amazing: the roasted carrots are sweet and the dressing is also spot on! Definitely one of my favorite salads in nyc. My boyfriend loved his pasta a lot, but I find it a bit too spicy and cheesy. The restaurant is beautifully decorated and is quite spacious. It is good for a healthy yummy meal. Will come back!"
Sola E.,"Kearny, NJ",5/24/2019,5.0,"The service is hot, welcoming and fantastic. Plate, forks and other dinnerware is rustic but elegant. Cooked seafood, a must try here, is cooked in chicken stock hence has deeper flavor than ordinary restaurant. Fried chicken fills your every fantasy of fried poultry cuisine: crispiness, tenderness and finishing touches of spicy butter sauce. Black sea bass is of too much salt in broth, nevertheless its crispy fish skin orchestrate the broth and tangy topping into a harmony of taste finesse.ABC kitchen is a restaurant known for sourcing local and organic ingredients. But who says one cannot get rustic dishes and elegant style at once?"
Melissa S.,"Houston, TX",2/3/2019,5.0,"One of my favorite restaurants in NYC. Consistently excellent service a food year after year. You definitely need to make reservations in advance as this restaurant is a staple for trendy dinning. On my most recent visit, I mixed up the times of the reservation and arrived 1 1/2 hours late...they were understanding and still able to accommodate us. Food while a little pricy is delicious and I don't think you could go wrong with anything on the menus. I highly recommend the grab toast and salmon (if on the menu)."
Andrew L.,"Chicago, IL",8/5/2018,5.0,"We came here for dinner Saturday night, place was packed. We had a reservation, would recommend.The place looks like it should be on Pinterest. It probably is. Sometimes places with very trendy aesthetics don't actually have great food. That was not the issue here. The pretzel dusted calamari was very tender. I didn't think pretzel dusting added much to it, but fried squid is delicious so I wasn't upset about it.I, like most basic white girls, must have my carbs. We ordered two pastas, and two pizzas. We got the ricotta ravioli since our waiter described them as ""little pockets of joy"". He wasn't wrong. We also got the fettuccine. My god those noodles were good. They were the perfect thickness and texture. Soaked up the pesto sauce really well. I think this pasta was easily top 3 pastas of my life.The thin pizzas were also very tasty. Structurally didn't hold up super well but was still good. I actually really enjoyed the crust of these pizzas too. They killed it with the carbs here.We also had the Black Sea bass. I think that the quality of the fish, and the technique it was prepared with was superb. It was so tender and just melted in your mouth. I do think that the sauce with it was that flavorful. It might have been intentionally more mild, but I'm not a mild man.No true dining experience is complete without dessert. If you disagree, that's fine. You're just wrong and I hate you. We had a slice of the s'mores chocolate cake. Loved the toasted marshmallow on it because it's toasted marshmallow. Great way to end the meal."
Mary F.,"Arlington, VA",3/14/2019,1.0,"This was one of the most disappointing dining experiences I've had in a very long time. My parents had been wanting me to try this place for a long time and as they'd been before and loved it. I was visiting for the weekend and we decided to go.We made reservation for Saturday brunch and arrived a little before our reservation time. There was about a 10 minute wait for the table which is common and responsible. The restaurant is wonderfully decorated and has a good ambiance. That's where the good things stop.Once we are sat at our table in the main dining room, we were not brought water or menus until we had been at our table for 15 minutes. We FINALLY received menus and water only to be ignored for another 10 minutes.At this point we had been at our table for 25 minutes and had not been able to order anything, even drinks. We weren't even sure if we had a server. After many attempts, I finally managed to flag down some poor employee and begged for some bread and someone to come take our order. He disappears and comes back with bread and the bartender who promptly asked us what we wanted. We were not sat anywhere close to the bar area so I'm still confused how he was the only person available to take a order.Out food comes out within a responsible amount of time and is bland and lukewarm. The only item we liked was the pretzel coated calamari. The eggs on the eggs Benedict were all massively over cooked. Everything lacked flavor. Nothing was hot. No server at any point checked on us. The only employees we interacted with were the food runners and the water-guys. Getting our check was another 15 minute process of trying to flag someone down. We never figured out who our server was.The final ""cherry"" on top was when someone (who maybe was the manager?) came over while we were paying to ask how our meal was. We answered ""not good"". Her response was ""oh"" before walking away. I'm not sure why she even asked. No one apologized to us at any point. For a restaurant with such a good reputation I expected a lot better. We will not be back."
Rebecca D.,"New York, NY",7/9/2018,4.0,"This place was so cute! I love the atmosphere and the place settings. I love the decor, and that they have the fresh vegetables out and you can see them. Our table unanimously decided that this place was ""shabby chic.""We could only get a reservation for 6 people at 5:30pm. I called in advance the same day to see if we could get a later reservation and they told us we could come at 6 but we had to leave by 8 for the next table. I appreciated that they let us come a little later. One of our guests was not able to make it which we let them know when we revised the time of the reservation.When we did finally get there, it upset me that with a larger table of 5 that they wouldn't let us sit till the whole party was there. Who else are you going to give this table to? They also told us on the phone we had to be out by 8 for the next reservation at that table and we wanted to get started! But to no avail.  I would like to note that my table did have a weird request for the food (switching a sauce on a pasta dish) to which the kitchen graciously obliged. We really appreciated that they were willing to do this for us.Regarding service:Overall I was surprised at how slow the service was, and how infrequently we saw our server. I asked the guy that brought out our food for a few things a few times, but he had to send the waiter over. Also, after our appetizers, we had to wait a really long time for our main courses.  Regarding the food:roast carrot and avocado salad, crunchy seeds, creme fraiche and citrus 17 - amazing. Perfect avocado. kale salad with lemon, serrano chilies and mint $17 - it was just a kale salad ‍Fluke crudo - was light and bright - good flavors and texture. Really enjoyed it. Pea soup - it was a lot thinner than I was expecting and was served warm. Was almost like a pea broth. I would have preferred it thicker. Pasta with peas, pesto, parmesan - was good. Ravioli- the guests at my table wanted the ravioli with the pesto sauce instead of the red sauce. They were kind enough to accommodate for us. It was actually really good with the substitution. Chocolate cake - melted chocolate ganache and toasted marshmallow icing. It was okay. The icing was more marshmallow than icing. I couldn't taste the malt at all. Overall a solid meal. I would come back.  The decor was my favorite."
Kelly L.,"Mobile, AL",6/20/2019,5.0,Excellent food and service. Visited the restaurant for my brother's birthday for lunch. Dustin was our waiter/bartender and he was outstanding!
Quincy V.,"Scarsdale, NY",6/6/2019,4.0,Excellent and very healthy.  Three separate restaurants with three separate menus.  Great place for lunch.
Izzo C.,"New York, NY",4/8/2018,2.0,"UGGGHHH!!!!really wondering if we picked a bad night, or if people are too blinded by the novelty of this place to rate it fairly.i should've smelled the fishiness when the lady on the phone urged us against making a reservation earlier that day for later that evening (presidents day - a monday), reassuring us that the wait would be fine; the adamance seemed kind of weird, but i didn't think much of it at the time. upon arrival, we were told that it would be 45 mins and that we could chill over by the back bar for the time being -- hmm ok, no biggie...except for the fact that it actually ended up taking 70 MINS and that we NEVER made it to the back bar because the host never got back to us!!we hoped that these little blunders would be redeemed by a better dinner, but that thought quickly dwindled when it took speaking with 3 different servers to place our orders. entrees were pretty good, but not to the extent to which i can justify them not filling us up. dessert was more or less satisfactory (would recommend the chocolate creme brulee), but took too long to come out to be thoroughly enjoyable. cmon ABC......"
Shalane K.,"New York, NY",5/1/2019,5.0,"It took a while for me to snag a Saturday night dinner reservation, but it was well worth the wait! I had the fried chicken over greens with hot sauce butter. The serving size was very generous, chicken was tender and juicy covered in a panko-like coating, and the hot sauce butter perfectly balanced out the dish. The atmosphere was pretty and upscale without being pretentious. ABC Kitchen is a new favorite!"
Ashley L.,"Manhattan, New York, NY",7/6/2019,5.0,"Had a wonderful experience here. The ambiance is great. Had some red wine, the crab toast, ricotta, the burger, the pork chop, and the salmon, and they were all excellent. The sundae for dessert! Very yummy and will definitely go back."
Elei Z.,"New York, NY",5/6/2018,4.0,"Food good, service terrible. The place is big and can get crowded and noisy, so it gets loud. The tables are pretty tightly packed together, but hey, it's new york. The service is way too slow. They need to be more productive and efficient. Or maybe the problem is too few staff. I don't know. But as a customer, I was continually frustrated by the super slow and inattentive service.One time, I ordered the lobster & egg. And then they brought out a completely different dish because they didn't have the lobster dish anymore. The problem was they didn't let me know. Instead they charged me for an egg dish I never meant to order. They should've let me know beforehand so that I could've replaced it with something else or just cancelled the dish. They often made mistakes with our drinks. Got the wrong drink at lunch, asked for the right drink and it just never came. A different time for dinner, a similar situation happened - we got the wrong drinks and we also randomly got drinks we never ordered...  they really need to step it up. It's a pity because I like the food but just can't stand the service. The food's always delightful - doesn't seem to matter what you get off the menu,. For brunch, I especially enjoyed the calamari. The sauce was  sweet and the calamari was light and crispy. Many times when I get calamari (at various places), it always comes too oily and either too soft or too hard. The pieces are usually too large and not sufficiently bite sized. And the calamari is often times too chewy. But at ABC Kitchen, it was delicate but with a satisfying crunch. The french toast was also very good. Very fluffy and egg-y and soft. I thought it was a little too sweet though. But overall, great french toast. The egg looks pretty plain - after all, it's just egg. But it was so good. Every bite was a burst of flavor."
Ashley V.,"Brooklyn, NY",4/8/2018,5.0,"Coming here really feels like a treat. The interior is so cute and cozy, the servers were attentive and the food was phenomenal. I came with a group and we were able to sample quite a few things:Cured Meats & Cheeses: I felt like this was just okay. If you're wanting some apps to share I'd probably pass on this one. Nothing was wrong with it, I just wasn't blown away.3/5Crab Toast: this was super light and delicious. Just the right amount of acidity. Would recommend.4/5Butternut Squash Toast: I think this had ricotta on it but I can't remember the type of cheese 100% (the menu recently switched and I no longer see this option.) That being said, this was by far my favorite appetizer of the night! A little sweet, a little salty, and I truly wished I didn't have to share this one with the group.5/5Tuna Sashimi w/Ginger & Mint: another huge hit. I could've eaten an entire order of this by myself. The marinade was to die for and the fish was super fresh.5/5Pretzel Calamari: a little underwhelming. You couldn't really tell the breading was pretzel (and I never would have guessed if the menu didn't say so). To be fair, I like calamari but it isn't a must order for me, so the fact that this didn't really feel special puts it lower on my list. It just seemed like regular fried calamari to me.3/5Tomato/Mozz/Basil Pizza: a classic dish done well. Everyone loved this and finished the pie with no complaints.4/5Ricotta Ravioli: someone else at my table ordered this and I was drooling over it all night. You get a fair amount of ravioli and this was definitely a nice, hearty dish.4/5Wood Oven Roasted Lobster: OH MY GOODNESS! I ordered this for my entree and I loved it so much, I could've eaten two. It's seasoned with oregano and a lemon-chili vinaigrette which made the taste really intersting, unique, and not something you'd normally expect from lobster. It was different (in a good way) and I'm totally here for it. Best lobster I've had in a long while, and it was both seasoned and cooked to perfection.6/5 Broccoli Rabe: delicious and a good way to sneak some veggies in! It had a chili sauce on it but I couldn't really taste it.3/5Mashed Potatoes: so creamy and flavorful. Order a few for the table, because everyone will want seconds.5/5Overall, I'd definitely come back here. I love that the menu is seasonal so you get to try a few new things that are fresh and in-season. Can't wait for my next ABC dining experience."
Alexandra T.,"Jersey City, NJ",10/20/2018,4.0,"Had been dying to try ABC Kitchen for 2 yrs and finally made it for my birthday with two gal pals on a Wed evening at 8pm. I made the reservation on open table 2-3 weeks before and didn't have a problem picking a time. As we walked in, we were seated promptly, which I always appreciate! The spot is surprisingly enormous. The fact that it is so hard to get a res here with ample seating is insane, but a great sign that there's always high demand.We started out with a bottle of chianti. It was reasonably priced for a notable restaurant in NYC. We started out with the house made ricotta and fig jam as well as the roasted carrot and avo salad. The house made ricotta was super fresh and creamy and was balanced perfectly with the sweet fig jam. The smooth textures of the jam and ricotta went so well with the toasted crostini. The roasted carrot and avo salad was surprisingly flavorful; loved how such simple ingredients had so much flavor!For my main course, I got the full portion of the campanelle in a tomato sauce with buratta, cherry tomatoes, and sausage. The campanelle was homeade and absolutely delicious!For my bday, we also split the chocolate cake, which was HUGE and phenomenal. Would definitely come back and try some of the wood fired pizzas, pretzel dusted calamari app and some different fish or meat entrees. The only complaint my group had about our experience was the poor service. We felt undermined by our waiter from the moment he spoke to us. He clearly didn't give us enough time to look over the menu and then came back every few minutes to see if we were ready yet. There was no reason for him to rush us and he could have used his social awareness skills to not ask us 4-5 times if we were ready to order within 15 min. He was also not friendly throughout the meal. When it came time to order dessert, he made a comment that the menus were on the table the entire dinner and seemed annoyed that we hadn't realized. For a meal that takes long to get a reservation and isn't cheap, I expect service to be top-notch and it was completely unacceptable that we weren't treated in a warm or respectful manner."
Kimberly T.,"New York, NY",4/19/2018,3.0,"This place is so difficult to get a reservation at, and the decor/table setup are beautiful. The food, though good, is nothing that memorable -- it's high quality ingredients and well-cooked, but there's nothing that distinctive about the dishes that make it that different from other meals I've had in the past. My entree (the sea bass) was juicy/tender, but didn't have too much flavor.The restaurant itself is beautiful and the service is nice."
Victor D.,"New York, NY",6/2/2018,2.0,"Wow I came here hearing that it's really hard to get reservations and I managed to get one! Imagine how excited I am to try it.We got the crab toast, fried chicken, and crispy pork confit, and fettuccine.The crab toast, like all others have said, is the best item and you have to get it. It's basically some buttered crab on some well toasted bread. I don't think it's particularly hard to make...but it is very tasty.The fried chicken, now that was very interesting. The fried chicken itself sits on some spinach and spicy sauce, so it reminds you of southern fried chicken. What's so unique about this chicken is that it's a large piece that has no bones! How is that possible?? Well they stitch together  chicken breast and thigh to make this possible. So some part of the chicken will be more dry than the others. As for the battering, it's a very light batter. I thought this was an interesting dish, but I didn't think it was particularly good.... Note, if you are sharing this dish make sure you don't just get caught with the red meat or white meat as that makes the experience very different :DThe pork confit wasn't that special either. There are two different kinds of pork. One is the main dish, a bit on the dry side. That's probably why there's mashed potatoes around it. Then there's a more saucy/asiany style pork belly. That is very firm and also very dry. Not that great....The fettecuni was really good. I lied, this is probably my favorite dish from the meal. The pasta itself was so good, it's firm and strong and it feels so fresh. There are a lot of fresh ingredients like the pesto, peas, and other veggies.  Overall this place was a huge disappointment given how good it was supposed to be. Wouldn't recommend spending a decent amount of money here."
Crystal P.,"Boston, MA",11/21/2018,5.0,"We booked a large group dinner here for my birthday. Quick response, and very easy booking process. We chose from a list of items for each course and everything was amazing. For market table we got squash toast, crab toast, and roasted beets. My favorite were the two roasts but the beets were also great. For apps we got roasted carrot salad, kale salad, calamari, and ricotta. My favorite was the carrot salad. For entrees we got ravioli, salmon, fried chicken, and pork chop. The best was the fried chicken and salmon. For dessert, we finished off with chocolate cake, almond cake, and sundae. If you can, get all three! They were all so amazing and so different in their own way. Can't wait to come back!"
Ms F.,"Midtown West, Manhattan, NY",2/27/2019,3.0,"Nostalgia plays a funny trick on you. This used to be one of my favorite restaurants, but I don't remember the food being this salty! If you are in the mood for good eclectic food, then go here. It's a great place for sharing plates, like tapas style. That way you can taste everything. I've been here on and off couple of times over the years. You are better off sticking to what's popular: like that carrot and avocado salad, their pizzas. Avoid the squash pasta: one word salty. I had the steamed skate: the skate was really fresh but it was drowning in the soy sauce broth. It made me wish I had rice with that...I don't remember even the roasted carrot and avocado salad being that heavily flavored or salty. The last time I ordered that salad was 8 years ago. From nostalgia, I remember the food being very light in comparison.Then again, the last time I actually dined there was nearly 4-5 years ago. The menu has stayed the same but I feel everything is now over salted... I'm not sure I would go back. Maybe I'd come back just for their pizzas."
Lillian Y.,"Brooklyn, NY",8/30/2018,4.0,"Food: 4/5Ambiance: 4/5Service: 4/5Value: 3.5/5I've been here a few times over the years, and nothing is quite ""wrong"" with this place but the food doesn't excite me. I also find some items overpriced. This is (I think) an older JG restaurant, and the menu reflects what was 'en vogue"" 10+ years ago. However, the space itself is completely modern and beautiful. Crab Toast (5/5) is something I could eat all the time, the crab is so fresh and sweet! Calamari (4/5) is fine, it's not the crunchiest and I didn't detect ""pretzels"" but the dipping sauces are good. Kale salad (4/5) is quite zingy but really needs a few more elements to justify $17. Fettucine with beans and pesto (3.5/5) is just pretty boring. I liked the summer squash pizza (4/5) much better - the crust was crisped almost as if fried. I wouldn't recommend the Black sea bass (3/5) unless you are dieting... served in a too-salty clear broth like a chinese steamed fish preparation. Definitely go for some fried chicken though (5/5). It was one of my favorite things, the exterior is ULTRA crisp and light. I was also a fan of the pork chop (4.5/5), a well-cooked thick slab with classically good pairings of cherry and crispy onions. I dared not order a side vegetable again, last time our greens were literally 4 bites. Save room for dessert. A large slice of chocolate cake (5/5) is airy and bouncy; the crumbly almond cake (5/5) is surprisingly addicting; and the sundae is the salty sugary dessert bomb to satisfy sweet tooths. TLDR: a solid safe spot for taking the parents, last-min special events, and a good option in this area. You'll have a good meal, very good service, but you might forget what you ate by next week."
Jaimee A.,"Manhattan, NY",2/20/2018,2.0,"This restaurant needs a serious menu change!We have been here multiple times and this time it didn't thrill. The service was friendly and the space was beautiful but the food..... Meh.We had:- Crab Toast with Lemon Aioli - Good.  When we initially saw this, we were surprised it was still on the menu after all this time, after the rest of the meal we were glad it was there.- Cured Meats and Local Cheese - Meats were good, cheeses were so so. One of them was so ammoniated that I mentioned it to the waitress. She said the chef told her ""it was supposed to be."" Seriously? We have eaten at Artisanal and Picholine, places with amazing cheese courses. Ammoniated is not something you strive for. It means the cheese has sat too long and is past its prime.- Roasted Beets with Yogurt - Tasty- Mushroom, Parmesan, Oregano and Farm Egg Pizza - Yuck! We have had it before and it was very good. This time it was ridiculously loaded with what tasted like boiled mushrooms. Last time, it had a good amount of mushrooms, but this was insane. There was no parmesan and very little egg. It tasted like boiled mushrooms. - Roasted Acorn Squash - Could have been good, but every third mouthful had a very strong spice that burned our mouths.- Almond Cake - Good but basic.This was a disappointing dining experience and I don't think we will be back."
Marissa G.,"Chicago, IL",3/4/2019,5.0,"My group came to ABC kitchen last minute with no reservation (whoops) and they still found a way to get us a seat rather quickly. I'm glad they did because I loved every dish. The tuna sashimi was unexpected but amazing and flavorful. Same with the fluke, I can't decide which was better. The lobster dish did not disappoint, but was also relatively classic. Cookie plate was a fun ending, would recommend!"
Jay G.,"West Babylon, NY",3/2/2019,1.0,"I was so excited to check this place out because of the reviews and general hype, but dad to say it was probably one of the worst dining experiences I've ever had. We ordered the meat and cheese platter to start and the prosciutto smelled a bit weird and had excess fat on it. When I told one of the employees, they told me that's the way it comes. I come from a meat and cheese background and that's not how it's supposed to be. I asked for crackers but they said the best they had was toasted bread, but even that came out extremely burnt. Our drinks were watered way down. My friends ravioli had one peice of burned or over cooked ravioli. And the burger I ordered medium well was medium at best. Fries were coldish and droopy. Within 35 minutes we paid the check and left. I wouldn't recommend this to anyone. It may have been great at one time, but can't say the same now."
